"Notes"	"Census Region"	"Census Region Code"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X49"	"2016"	"2016"	43	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X49"	"2017"	"2017"	35	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X49"	"2018"	"2018"	49	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to other specified factors"	"X58"	"2014"	"2014"	10	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to other specified factors"	"X58"	"2016"	"2016"	15	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to other specified factors"	"X58"	"2018"	"2018"	13	68308744	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to unspecified factor causing fracture"	"X59.0"	"2014"	"2014"	845	67745108	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to unspecified factor causing fracture"	"X59.0"	"2015"	"2015"	959	67907403	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to unspecified factor causing fracture"	"X59.0"	"2016"	"2016"	830	67941429	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to unspecified factor causing fracture"	"X59.0"	"2017"	"2017"	820	68179351	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to unspecified factor causing fracture"	"X59.0"	"2018"	"2018"	749	68308744	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"2014"	"2014"	616	67745108	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"2015"	"2015"	935	67907403	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"2016"	"2016"	1014	67941429	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"2017"	"2017"	961	68179351	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	"2018"	"2018"	848	68308744	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2014"	"2014"	35	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2015"	"2015"	31	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2016"	"2016"	36	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2017"	"2017"	35	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"2018"	"2018"	26	68308744	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2014"	"2014"	190	67745108	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2015"	"2015"	227	67907403	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2016"	"2016"	226	67941429	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2017"	"2017"	225	68179351	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"2018"	"2018"	218	68308744	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2014"	"2014"	146	67745108	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2015"	"2015"	126	67907403	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2016"	"2016"	125	67941429	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2017"	"2017"	130	68179351	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"2018"	"2018"	121	68308744	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2014"	"2014"	10	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2015"	"2015"	12	67907403	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2016"	"2016"	14	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2017"	"2017"	14	68179351	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system"	"X63"	"2018"	"2018"	11	68308744	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2014"	"2014"	718	67745108	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2015"	"2015"	716	67907403	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2016"	"2016"	666	67941429	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2017"	"2017"	655	68179351	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"2018"	"2018"	628	68308744	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2014"	"2014"	13	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2016"	"2016"	11	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to alcohol"	"X65"	"2017"	"2017"	15	68179351	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2014"	"2014"	27	67745108	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2015"	"2015"	25	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2016"	"2016"	25	67941429	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2017"	"2017"	24	68179351	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"2018"	"2018"	18	68308744	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2014"	"2014"	294	67745108	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2015"	"2015"	361	67907403	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2016"	"2016"	343	67941429	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2017"	"2017"	317	68179351	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"2018"	"2018"	301	68308744	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2014"	"2014"	20	67745108	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2015"	"2015"	20	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2016"	"2016"	24	67941429	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2017"	"2017"	10	68179351	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances"	"X69"	"2018"	"2018"	18	68308744	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2014"	"2014"	2570	67745108	3.8
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2015"	"2015"	2706	67907403	4.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2016"	"2016"	2685	67941429	4.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2017"	"2017"	3035	68179351	4.5
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"2018"	"2018"	3132	68308744	4.6
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by drowning and submersion"	"X71"	"2014"	"2014"	72	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by drowning and submersion"	"X71"	"2015"	"2015"	94	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by drowning and submersion"	"X71"	"2016"	"2016"	91	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by drowning and submersion"	"X71"	"2017"	"2017"	93	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by drowning and submersion"	"X71"	"2018"	"2018"	82	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by handgun discharge"	"X72"	"2014"	"2014"	978	67745108	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by handgun discharge"	"X72"	"2015"	"2015"	1124	67907403	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by handgun discharge"	"X72"	"2016"	"2016"	1268	67941429	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by handgun discharge"	"X72"	"2017"	"2017"	1268	68179351	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by handgun discharge"	"X72"	"2018"	"2018"	1301	68308744	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2014"	"2014"	791	67745108	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2015"	"2015"	732	67907403	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2016"	"2016"	760	67941429	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2017"	"2017"	759	68179351	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"2018"	"2018"	736	68308744	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2014"	"2014"	2681	67745108	4.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2015"	"2015"	2722	67907403	4.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2016"	"2016"	2909	67941429	4.3
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2017"	"2017"	3095	68179351	4.5
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"2018"	"2018"	3228	68308744	4.7
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2014"	"2014"	38	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2015"	"2015"	44	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2016"	"2016"	50	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2017"	"2017"	41	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by smoke, fire and flames"	"X76"	"2018"	"2018"	43	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by sharp object"	"X78"	"2014"	"2014"	124	67745108	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by sharp object"	"X78"	"2015"	"2015"	152	67907403	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by sharp object"	"X78"	"2016"	"2016"	194	67941429	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by sharp object"	"X78"	"2017"	"2017"	194	68179351	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by sharp object"	"X78"	"2018"	"2018"	172	68308744	0.3
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by jumping from a high place"	"X80"	"2014"	"2014"	143	67745108	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by jumping from a high place"	"X80"	"2015"	"2015"	134	67907403	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by jumping from a high place"	"X80"	"2016"	"2016"	143	67941429	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by jumping from a high place"	"X80"	"2017"	"2017"	152	68179351	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by jumping from a high place"	"X80"	"2018"	"2018"	165	68308744	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2014"	"2014"	117	67745108	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2015"	"2015"	129	67907403	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2016"	"2016"	114	67941429	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2017"	"2017"	115	68179351	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"2018"	"2018"	131	68308744	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2014"	"2014"	41	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2015"	"2015"	49	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2016"	"2016"	39	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2017"	"2017"	38	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"2018"	"2018"	47	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by other specified means"	"X83"	"2014"	"2014"	19	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by other specified means"	"X83"	"2015"	"2015"	20	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by other specified means"	"X83"	"2016"	"2016"	18	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by other specified means"	"X83"	"2017"	"2017"	15	68179351	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by other specified means"	"X83"	"2018"	"2018"	17	68308744	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by unspecified means"	"X84"	"2014"	"2014"	14	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by unspecified means"	"X84"	"2015"	"2015"	27	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by unspecified means"	"X84"	"2016"	"2016"	21	67941429	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by unspecified means"	"X84"	"2017"	"2017"	31	68179351	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Intentional self-harm by unspecified means"	"X84"	"2018"	"2018"	23	68308744	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by drugs, medicaments and biological substances"	"X85"	"2014"	"2014"	31	67745108	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by drugs, medicaments and biological substances"	"X85"	"2015"	"2015"	38	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by drugs, medicaments and biological substances"	"X85"	"2016"	"2016"	43	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by drugs, medicaments and biological substances"	"X85"	"2017"	"2017"	72	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by drugs, medicaments and biological substances"	"X85"	"2018"	"2018"	39	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by gases and vapours"	"X88"	"2016"	"2016"	15	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by hanging, strangulation and suffocation"	"X91"	"2014"	"2014"	120	67745108	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by hanging, strangulation and suffocation"	"X91"	"2015"	"2015"	103	67907403	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by hanging, strangulation and suffocation"	"X91"	"2016"	"2016"	111	67941429	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by hanging, strangulation and suffocation"	"X91"	"2017"	"2017"	108	68179351	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by hanging, strangulation and suffocation"	"X91"	"2018"	"2018"	106	68308744	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by handgun discharge"	"X93"	"2014"	"2014"	139	67745108	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by handgun discharge"	"X93"	"2015"	"2015"	157	67907403	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by handgun discharge"	"X93"	"2016"	"2016"	145	67941429	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by handgun discharge"	"X93"	"2017"	"2017"	140	68179351	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by handgun discharge"	"X93"	"2018"	"2018"	136	68308744	0.2
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"2014"	"2014"	69	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"2015"	"2015"	70	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"2016"	"2016"	73	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"2017"	"2017"	93	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	"2018"	"2018"	82	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by other and unspecified firearm discharge"	"X95"	"2014"	"2014"	2167	67745108	3.2
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by other and unspecified firearm discharge"	"X95"	"2015"	"2015"	2623	67907403	3.9
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by other and unspecified firearm discharge"	"X95"	"2016"	"2016"	3099	67941429	4.6
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by other and unspecified firearm discharge"	"X95"	"2017"	"2017"	3181	68179351	4.7
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by other and unspecified firearm discharge"	"X95"	"2018"	"2018"	2946	68308744	4.3
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by smoke, fire and flames"	"X97"	"2014"	"2014"	21	67745108	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by smoke, fire and flames"	"X97"	"2015"	"2015"	28	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by smoke, fire and flames"	"X97"	"2016"	"2016"	37	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by smoke, fire and flames"	"X97"	"2017"	"2017"	32	68179351	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by smoke, fire and flames"	"X97"	"2018"	"2018"	21	68308744	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by sharp object"	"X99"	"2014"	"2014"	294	67745108	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by sharp object"	"X99"	"2015"	"2015"	284	67907403	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by sharp object"	"X99"	"2016"	"2016"	306	67941429	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by sharp object"	"X99"	"2017"	"2017"	276	68179351	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by sharp object"	"X99"	"2018"	"2018"	326	68308744	0.5
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by blunt object"	"Y00"	"2016"	"2016"	17	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by blunt object"	"Y00"	"2017"	"2017"	20	68179351	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by crashing of motor vehicle"	"Y03"	"2014"	"2014"	14	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by crashing of motor vehicle"	"Y03"	"2015"	"2015"	15	67907403	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by crashing of motor vehicle"	"Y03"	"2018"	"2018"	15	68308744	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by bodily force"	"Y04"	"2014"	"2014"	12	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by bodily force"	"Y04"	"2016"	"2016"	28	67941429	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by bodily force"	"Y04"	"2017"	"2017"	16	68179351	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by bodily force"	"Y04"	"2018"	"2018"	18	68308744	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"By unspecified person"	"Y06.9"	"2014"	"2014"	12	67745108	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"By unspecified person"	"Y06.9"	"2016"	"2016"	12	67941429	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"By unspecified person"	"Y07.9"	"2014"	"2014"	45	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"By unspecified person"	"Y07.9"	"2015"	"2015"	34	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"By unspecified person"	"Y07.9"	"2016"	"2016"	32	67941429	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"By unspecified person"	"Y07.9"	"2017"	"2017"	38	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"By unspecified person"	"Y07.9"	"2018"	"2018"	38	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by other specified means"	"Y08"	"2014"	"2014"	45	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by other specified means"	"Y08"	"2015"	"2015"	31	67907403	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by other specified means"	"Y08"	"2016"	"2016"	26	67941429	0.0
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by other specified means"	"Y08"	"2017"	"2017"	37	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by other specified means"	"Y08"	"2018"	"2018"	61	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by unspecified means"	"Y09"	"2014"	"2014"	283	67745108	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by unspecified means"	"Y09"	"2015"	"2015"	298	67907403	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by unspecified means"	"Y09"	"2016"	"2016"	259	67941429	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by unspecified means"	"Y09"	"2017"	"2017"	271	68179351	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Assault by unspecified means"	"Y09"	"2018"	"2018"	289	68308744	0.4
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	"2014"	"2014"	57	67745108	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	"2015"	"2015"	67	67907403	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	"2016"	"2016"	63	67941429	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	"2017"	"2017"	67	68179351	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	"2018"	"2018"	67	68308744	0.1
	"Census Region 2: Midwest"	"CENS-R2"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"2014"	"2014"	185	67745108	0.3
